CanalID,Nombre,URL,Descripcion,Pais,FechaCreacion,Suscriptores,VistasTotales,CantidadVideos,CantidadVivosMes,PromedioDiasEntreVivos,FrecuenciaSemanal,FrecuenciaDiaria,FechaPrimerVivoMes,FechaUltimoVivoMes,MonetizacionAlternativa_desc,Links_desc,Plataformas_desc,notas
UC1gMJbPatMRNcWKQGfmw8MQ,OID MORTALES,https://youtube.com/@oidmortalesmza?si=XeujmJKrR_AFYcHm,,AR,2023-10-18T02:54:09.88102Z,37100,7841463,1040,6,4.2,1.5,0.19,2026-04-01T15:39:23Z,2026-04-25T14:09:18Z,No,,,
UCqUML6z7sAr1wDoFVvskSvw,La Página Bodeguera,https://youtube.com/@lapaginabodeguera?si=f5YiFvWJalTb1DPe,,AR,2008-02-24T03:00:37Z,8100,2353574,1310,9,3.0,2.25,0.29,2026-04-01T15:11:50Z,2026-04-30T02:09:07Z,No,,,
UCFZjTV0t9dCk2ojUeXOOatA,voxxtv,https://youtube.com/@voxxtvstream?si=U1k3qO4c_nOnJfgR,"🚫Nada es Tabú. (busca tu programa en playlist)
💭Más allá de las palabras. 
🎙️Streaming. 
",AR,2019-12-15T21:35:48.427683Z,342,31858,93,13,1.83,3.25,0.42,2026-04-02T14:53:01Z,2026-04-30T12:20:01Z,No,,,
UCNXXN7gU25c-hJhiFncsXEg,Pasa Pelota Streaming ,https://youtube.com/@pasapelotastreaming?si=GHFPGHзMc4Jat7Va,"Bienvenidos a Pasa Pelota Streaming, el canal donde el fútbol mendocino y argentino se vive distinto. 🚀

Entrevistas exclusivas, anécdotas inéditas, juegos, y el lado más humano de los protagonistas del deporte. En cada programa buscamos que jugadores, entrenadores y figuras del fútbol se relajen y conecten con vos desde otro lugar.

🎥 Transmisiones en vivo
⚽ Clips, momentos destacados y entrevistas
🔥 Contenido semanal

Suscribite y formá parte de esta comunidad futbolera que no para de crecer.
¡Pasa la pelota y sumate al juego!
",Argentina,2023-10-03T23:09:57.280419Z,453,24578,36,0,,,,,,No,,,Sin vivos en el mes
UCzpoS2E11PdYlPXaAyVjGEw,Bardo Fierros,https://youtube.com/@bardo.fierros?si=8L-NBwOabxzHKVic,,Argentina,2025-09-01T19:55:06.846068Z,4710,2390678,230,10,2.67,2.5,0.32,2026-04-02T07:27:28Z,2026-04-30T10:43:36Z,No,,,
UClt7bSPOFVM0ZzueWWZ7lTQ,ESTE TV,https://youtube.com/@estetv-santarosa?si=F2deGfxBM6gab5Pg,"Bienvenidos al primer canal de streaming del Este Mendocino. Somos un espacio que apuesta al talento local, el entretenimiento y la información. Con 8 programas en vivo, entrevistas exclusivas y contenido original hecho en Santa Rosa, Mendoza. ¡Suscríbete y sé parte de esta nueva historia desde el Este!",AR,2025-01-30T14:25:01.095991Z,4850,254886,662,50,0.18,12.5,1.61,2026-04-01T15:16:01Z,2026-05-01T02:12:23Z,Sponsors/Apuestas,,Sponsors/Apuestas,
UCGSMykhyMD_z4g1lxINGz4w,LEMA Contenidos,https://youtube.com/@lemacontenidos?si=ITEgOwqaM0kKQxp9,,Argentina,2023-07-24T22:14:40.257852Z,918,40984,408,12,2.09,3.0,0.39,2026-04-02T13:27:38Z,2026-05-01T15:22:20Z,No,,,
UC8lcBoeLuD5-GD0y31nglsw,MANILA,https://youtube.com/@manilaradiostream?si=VlrnW4oQi23xOw3z,"No sabemos quedarnos quietos..🤯
🎙️Próximamente al aire y con capítulos por acá! 🎙️
🔥Seguinos en IG y TikTok para estar al tanto de las últimas novedades 🔥
Tu aporte nos ayuda a crecer! Te dejamos nuestro alias para contribuir
Alias: Manilaradiostream
",AR,2025-09-06T00:25:56.76801Z,172,4614,29,0,,,,,,No,,,Sin vivos en el mes
UCdy_YChYWXcKupwj3Z5pM1Q,Canal 9 Televida Mendoza,https://www.youtube.com/channel/UCdy_YChYWXcKupwj3Z5pM1Q,"Desde Argentina, Canal 9 de Mendoza es el canal de televisión líder de la región. Noticias y entrenimiento. Miranos en vivo e informate en https://www.elnueve.com/",AR,2011-06-28T23:22:42Z,262000,76958055,24577,0,,,,,,No,https://www.elnueve.com/,,Sin vivos en el mes
UC64ZNqX0FQHabP8iIkmnR3A,El Siete TV,https://www.youtube.com/channel/UC64ZNqX0FQHabP8iIkmnR3A,,AR,2012-11-06T20:33:37Z,884000,435336919,42148,0,,,,,,No,,,Sin vivos en el mes
UC3clpW9cnU1wA-RUM-eoFTw,MDZ Radio Streaming,https://www.youtube.com/channel/UC3clpW9cnU1wA-RUM-eoFTw,"Información periodística de Mendoza, Argentina y el Mundo. ",AR,2015-04-21T20:34:43Z,5010,782298,2617,29,0.54,7.25,0.94,2026-04-02T00:13:18Z,2026-05-01T16:48:41Z,No,,,
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,https://www.youtube.com/channel/UCHIfuRg5isAgn_TgOBjM2VQ,"Somos Nihuil, la radio líder de Mendoza.

Suscribite acá: https://www.youtube.com/radionihuil

Seguinos x acá:
Instagram: https://www.instagram.com/radionihuil
Facebook: https://www.facebook.com/radionihuil
TikTok: https://www.tiktok.com/@radionihuil
X: x.com/radionihuil
Spotify: https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2
Web: www.radionihuil.com.ar


#radionihuil #radiostreaming #streaming #radio #mendoza #nihuil #montacuto
#gabrielli #noticias
",AR,2014-05-12T14:25:32Z,21900,4461914,3782,19,1.33,4.75,0.61,2026-04-02T00:58:11Z,2026-05-01T16:31:20Z,No,"https://www.youtube.com/radionihuil, https://www.instagram.com/radionihuil, https://www.facebook.com/radionihuil, https://www.tiktok.com/@radionihuil, https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2",,
UCQAipKT9ZTsqlN0PGoWVMqA,Ciudadano news,https://www.youtube.com/channel/UCQAipKT9ZTsqlN0PGoWVMqA,"Ciudadano News: entrevistas exclusivas, coberturas especiales, noticias, y más.",AR,2018-06-26T23:21:20Z,70500,41038388,12723,43,0.24,10.75,1.39,2026-04-01T22:26:23Z,2026-04-30T21:49:23Z,No,,,
UCqRS6ieQfBmNRAmv0MFu5qA,Vorterix Mendoza,https://www.youtube.com/channel/UCqRS6ieQfBmNRAmv0MFu5qA,"FM 104.5 MENDOZA, ARGENTINA
www.vorterixmendoza.com.ar
",Argentina,2022-09-18T19:18:07.052601Z,929,118708,706,0,,,,,,No,,,Sin vivos en el mes
UCX5l1nMjgKOYv1ikzbUgBSw,Pelado Stream,https://youtube.com/@peladostream?si=Z1n8qfAlxY3peli9,"¡Bienvenidos a PeladoStream!
Un nuevo espacio de streaming periodístico donde vas a encontrar información, análisis y opinión sin filtro sobre la realidad política y económica del país y el mundo.

Conectate todos los días de lunes a viernes para entender lo que pasa, lo que no te cuentan y lo que se viene.
💬 Participá en el chat en vivo - 🎙️ Periodismo directo, crítico y sin maquillaje

📰 Leé más noticias y análisis en peladostream.com.ar

📲 Seguinos en todas nuestras redes
Facebook:   / peladostreamok  
Instagam:   / peladostream  
X: https://x.com/peladostream
Tiktok:   / peladostream  

Suscribite y activá la campanita para no perderte nada.
#PeladoStream #Política #Economía #sanjuan #noticias
",AR,2024-11-14T19:04:50.306283Z,3110,1316852,3528,21,1.05,5.25,0.68,2026-04-02T03:29:50Z,2026-05-01T04:25:56Z,No,https://x.com/peladostream,,
UCb5-VAX-_Mo6f9PbViJT-qA,Tiempo Streaming,https://youtube.com/@tiempostreaming?si=mEzndTcELS4I_9av,"Tiempo Streaming es el canal de YouTube de Tiempo de San Juan que ofrece una grilla exclusiva de contenidos de producción %100 original y en vivo. Con el enfoque en la veracidad, la variedad y el análisis. Tiempo de San Juan se transforma para abrir un espacio de encuentro para la comunidad virtual. ¡Suscribite!",AR,2023-11-07T21:54:32.982977Z,1880,504178,940,27,0.77,6.75,0.87,2026-04-02T10:56:47Z,2026-05-01T13:34:16Z,No,,,
UCfpWLXfGXnGSH6b3KMdnHSQ,Radio Santa Lucia 99.7 San Juan PREMIUM,https://youtube.com/@radiosantalucia99.7sanjuan3?si=ACMDLtCPds3kdmYQ,"La Radio mas popular de San Juan

",AR,2022-06-18T22:24:28.095165Z,13100,1300180,1958,25,0.71,6.25,0.81,2026-04-01T16:31:54Z,2026-04-30T16:27:14Z,No,,,
UC7LkxIkfazQTRGAjdSFM0SA,Estación Claridad,https://youtube.com/@estacionclaridad7500?si=_nGd93GNoFU_wEFR,"
",AR,2017-03-03T11:42:42Z,4930,955952,4216,180,0.01,45.0,5.81,2026-04-01T13:43:24Z,2026-05-01T12:57:26Z,No,,,
UC_TW6BN6N4XUeeRVa-_MNJA,GSmedia,https://youtube.com/@gsmediasj?si=_ZnVSCl5i7xEwfRa,"Canal de streaming de la provincia de San Juan Argentina, destinado a la creación de contenidos audiovisuales dirigidos al público que compone la audiencia de segmento ABC1. Información vinculada a temáticas como política, economía, judiciales institucionales y causas de impacto público, vida empresarial, minería como así también entrevista profundas. La generación de contenidos que abarquen el consumo del público destinatario, es parte del desafía con el que nace GS media ",Argentina,2025-02-17T18:42:42.638676Z,686,168273,451,20,1.0,5.0,0.65,2026-04-01T17:25:46Z,2026-04-30T17:21:42Z,No,,,
UCPf-UzZ6D5qS5539M-79Vbg,Como!,https://youtube.com/@comoenvivo?si=VP4IxYBl_3zU6iwa,"↪ PURO STREAM
↪ ¡Seguinos por  kick y youtube! 👇🏻
↪ COMO! 
",AR,2015-08-06T19:15:21Z,12300,1280368,1072,0,,,,,,No,,,Sin vivos en el mes
UCEyWRO2z22kOVW3z3OofCuw,DameTeve,https://youtube.com/@damenoticias7546?si=71w_MTNws06Og0BQ,,AR,2016-04-07T16:53:36Z,4880,971430,3004,31,0.6,7.75,1.0,2026-04-01T16:29:09Z,2026-05-01T16:12:31Z,No,,,
UCnCeWT6xLI0wvtusgaO6-kA,LV1 Radio Colon,https://youtube.com/@lv1radiocolonok?si=fW0Zi79H0dQNoZVO,"La emisora privada más antigua de Argentina.
Desde San Juan para el mundo, con más de 90 años en el aire.
",AR,2024-12-13T16:07:19.417275Z,2430,362801,1471,147,0.03,36.75,4.74,2026-04-01T15:05:14Z,2026-05-01T13:48:06Z,No,,,
UCRXC5IHzBj4GklQC17b6-cA,Radio Universidad FM 93.1,https://youtube.com/@radiou931?si=B-pRBUpsN3fiP12i,"Radio Universidad Nacional de San Juan  Argentina. 
",AR,2012-05-06T06:05:15Z,1230,184401,2217,0,,,,,,No,,,Sin vivos en el mes
UCciL4wx-d_QDME24DClZPlw,Huarpe TV,https://youtube.com/@huarpetv?si=X2bv2EBZ4MmCH9yY,"HuarpeTV — Sos vos, tus historias, tu gente. En todas partes.
Bienvenido al canal donde lo cotidiano se vuelve historia: programas, entrevistas, actualidad, cultura, entretenimiento y mucho más desde San Juan. Todo hecho para vos. ¡No te quedes afuera!

",AR,2017-07-03T13:30:35Z,16600,6195038,6346,21,0.9,5.25,0.68,2026-04-02T04:10:53Z,2026-05-01T02:30:05Z,No,,,
UCjdsjCBWBIDA-ah40YSRfQg,Palta,https://youtube.com/@paltaenvivo?si=yLs0gclr5OZYEwkL,"PALTA TEMPORADA 2025 🥑
No somos el mejor canal de streaming de San Juan, avisamos. 

Programación:
⚽ LUNES |  Mamá está cansada | 20.30 a 22hs.
Con Maru Silva, Cuqui Alfonsín y Loli Torres
 
 🎤 MARTES | Ensayo General  | 20.30 a 22hs.
Con Marcos Ordán, Javier Cerimedo, Anahí del Valle y Martina Flores 

🎤 MIÉRCOLES | La Mecha Corta  |  20 a 20.30hs.
Con  Santiago “Chavo” Staiger, Paloma García, Gonzalo “Tango” Páez y Gino Blarasin.
 🎩 Señores Bien | 20.30 a 22hs.
Con Lucho Linares, Anahí del Valle y Juanma Flores. 
",AR,2024-05-01T01:07:29.034345Z,1100,57159,140,0,,,,,,No,,,Sin vivos en el mes
UC0saXGdzZw4z0NmgH3v8-7g,617 Multiplataforma,https://www.youtube.com/channel/UC0saXGdzZw4z0NmgH3v8-7g,Somos la primera multiplataforma de Mendoza. ,AR,2026-03-12T20:14:33.305284Z,172,11195,43,8,0.86,2.0,0.26,2026-04-06T16:22:59Z,2026-04-15T15:40:07Z,No,,,
UCvq7tYoH4qpl721_vb9Ckzw,Unidiversidad ,https://www.youtube.com/channel/UCvq7tYoH4qpl721_vb9Ckzw,"Somos el sistema de medios de la UNCUYO y nos proponemos alimentar mentes críticas y analíticas con información confiable. ¡Somos medios para pensar!
Integra este sistema: 
Unidiversidad.com.ar, nuestro diario online. Aquí generamos periodismo con cabeza. ¿Cómo? Le damos relevancia a las notas de investigación y con diversidad de opiniones. 
Radio U, al aire en el 96.5 del dial desde 1992, proponemos una programación variada, mezcla de propuestas tradicionales y actuales, interesante para todo público. 
Señal U, el primer canal público universitario, gratuito y digital de la región Cuyo. Producimos contenidos culturales e informativos, desde el canal 30 de la TDA y en el 22 de Supercanal HD. Y también encontrás nuestros contenidos ""on demand"" en la web!
",AR,2013-05-18T03:43:32Z,19100,5432289,14654,9,3.12,2.25,0.29,2026-04-02T10:13:12Z,2026-05-01T07:06:04Z,No,,,
UCdhAofhFNDrFicCmcaIEftQ,LVDIEZ,https://www.youtube.com/channel/UCdhAofhFNDrFicCmcaIEftQ,,AR,2020-02-14T21:26:45.180136Z,6990,1363356,1934,43,0.31,10.75,1.39,2026-04-02T00:48:43Z,2026-05-02T11:02:44Z,No,,,
UCA_4ak2pN7yNzrvBzQcRv4Q,Los Andes Diario,https://www.youtube.com/channel/UCA_4ak2pN7yNzrvBzQcRv4Q,,AR,2014-02-20T22:42:05Z,50800,27593933,7613,0,,,,,,No,,,Sin vivos en el mes
